"Subject","Genotype","Time","Vcw_calc","Fcw_calc"
2059,"Tumor3wk",0.193359375,0.000608269759508707,0.0231775128397958
2059,"Tumor3wk",0.1953125,0.000624629945076968,-0.0064246828178969
2059,"Tumor3wk",0.197265625,0.000616223099626578,-0.00218392692330203
2059,"Tumor3wk",0.19921875,0.000642327666422681,0.0289150033225115
2059,"Tumor3wk",0.201171875,0.000724381339677681,0.0551079580906083
2059,"Tumor3wk",0.203125,0.000824462157524588,0.0473747993846243
2059,"Tumor3wk",0.205078125,0.000877201428022516,0.00663021360525486
2059,"Tumor3wk",0.20703125,0.000875047238372655,-0.00883610380671324
2059,"Tumor3wk",0.208984375,0.000868670472730226,0.00230629578886663
2059,"Tumor3wk",0.2109375,0.000876829117000532,0.00604815594392648
2059,"Tumor3wk",0.212890625,0.000888641912326655,0.00604814647002333
2059,"Tumor3wk",0.21484375,0.00129567140035848,0.410750049274565
2059,"Tumor3wk",0.216796875,0.00587842063984759,4.28198517196229
2059,"Tumor3wk",0.21875,0.0250245027430592,15.3236029017264
2059,"Tumor3wk",0.220703125,0.0663172548996732,26.9601753066463
2059,"Tumor3wk",0.22265625,0.12361104399617,31.708664728167
2059,"Tumor3wk",0.224609375,0.1855512875731,31.7181446946084
2059,"Tumor3wk",0.2265625,0.245127052759169,29.2874388559269
2059,"Tumor3wk",0.228515625,0.298765392579059,25.6382211196405
2059,"Tumor3wk",0.23046875,0.344221278573338,20.9086061385008
2059,"Tumor3wk",0.232421875,0.379051625304348,14.7576689140535
2059,"Tumor3wk",0.234375,0.402471114295175,9.22388781255324
2059,"Tumor3wk",0.236328125,0.417171881245371,5.82969754444725
2059,"Tumor3wk",0.23828125,0.426864026381974,4.09505907543488
2059,"Tumor3wk",0.240234375,0.433943047653138,3.15385870623712
2059,"Tumor3wk",0.2421875,0.439496014160265,2.53237899706038
2059,"Tumor3wk",0.244140625,0.444138285185402,2.22130653268046
2059,"Tumor3wk",0.24609375,0.448351071725527,2.09258688440691
2059,"Tumor3wk",0.248046875,0.452302870737766,1.95405530412574
2059,"Tumor3wk",0.25,0.456069688571482,1.90316615759937
2059,"Tumor3wk",0.251953125,0.459845438778557,1.96320205444586
2059,"Tumor3wk",0.25390625,0.463735604462725,2.02032760614228
2059,"Tumor3wk",0.255859375,0.467663773340078,2.00211732426725
2059,"Tumor3wk",0.2578125,0.471446831886273,1.8717346270359
2059,"Tumor3wk",0.259765625,0.474969958541641,1.7359470680612
2059,"Tumor3wk",0.26171875,0.478299496422369,1.6734997218042
2059,"Tumor3wk",0.263671875,0.48152338869972,1.62776597020361
2059,"Tumor3wk",0.265625,0.48463383990572,1.55733606474037
2059,"Tumor3wk",0.267578125,0.487587325041949,1.46703271475746
2059,"Tumor3wk",0.26953125,0.490301585093991,1.31236957853339
2059,"Tumor3wk",0.271484375,0.492687296476281,1.13059887693175
2059,"Tumor3wk",0.2734375,0.494735120769892,0.966373199726407
2059,"Tumor3wk",0.275390625,0.496519277790304,0.860603589174949
2059,"Tumor3wk",0.27734375,0.498149229671317,0.808467136982426
2059,"Tumor3wk",0.279296875,0.499664847223289,0.743525236236519
2059,"Tumor3wk",0.28125,0.501064993605597,0.690224659247436
2059,"Tumor3wk",0.283203125,0.502373217814329,0.649396930494079
2059,"Tumor3wk",0.28515625,0.503587895750481,0.594433276125482
2059,"Tumor3wk",0.287109375,0.504691406305777,0.535561532497271
2059,"Tumor3wk",0.2890625,0.505702751123068,0.500055560408888
2059,"Tumor3wk",0.291015625,0.506626964749208,0.446339192758645
2059,"Tumor3wk",0.29296875,0.507453409508272,0.39994024052274
2059,"Tumor3wk",0.294921875,0.508234705197668,0.400106545418521
2059,"Tumor3wk",0.296875,0.509022009969184,0.406093540614423
2059,"Tumor3wk",0.298828125,0.509823525336364,0.4146581953776
2059,"Tumor3wk",0.30078125,0.510675143162762,0.45739845885414
2059,"Tumor3wk",0.302734375,0.511584577777554,0.473862586692985
2059,"Tumor3wk",0.3046875,0.512477446884122,0.440435378432342
2059,"Tumor3wk",0.306640625,0.513318102220345,0.420395685860315
2059,"Tumor3wk",0.30859375,0.51413602061461,0.4171527498665
2059,"Tumor3wk",0.310546875,0.514910170418271,0.375576649082131
2059,"Tumor3wk",0.3125,0.515632837302152,0.364434240012648
2059,"Tumor3wk",0.314453125,0.516379053145113,0.39969078317907
2059,"Tumor3wk",0.31640625,0.517157181914079,0.397113076242279
2059,"Tumor3wk",0.318359375,0.517911680511152,0.375493487160338
2059,"Tumor3wk",0.3203125,0.518611691647385,0.341317916342586
2059,"Tumor3wk",0.322265625,0.519252424349605,0.314792370730735
2059,"Tumor3wk",0.32421875,0.519854747868584,0.301986912703448
2059,"Tumor3wk",0.326171875,0.520464298495364,0.322192929119061
2059,"Tumor3wk",0.328125,0.521108847774268,0.337825532479003
2059,"Tumor3wk",0.330078125,0.5217299292699,0.298161919048304
2059,"Tumor3wk",0.33203125,0.522298959402313,0.284524936542114
2059,"Tumor3wk",0.333984375,0.522872455702902,0.302735275260556
2059,"Tumor3wk",0.3359375,0.523481843885549,0.321278223770559
2059,"Tumor3wk",0.337890625,0.524107229160736,0.319116298021026
2059,"Tumor3wk",0.33984375,0.524715236929083,0.303483656765471
2059,"Tumor3wk",0.341796875,0.52528613474343,0.281115705126421
2059,"Tumor3wk",0.34375,0.525794099972709,0.239040689654712
2059,"Tumor3wk",0.345703125,0.526220618250952,0.197714027266208
2059,"Tumor3wk",0.34765625,0.526619121364932,0.210353161449908
2059,"Tumor3wk",0.349609375,0.527028343330645,0.20869013143991
2059,"Tumor3wk",0.3515625,0.527384133500333,0.155639002320595
2059,"Tumor3wk",0.353515625,0.527650599982685,0.117222675608248
2059,"Tumor3wk",0.35546875,0.527919015341283,0.157634651596057
2059,"Tumor3wk",0.357421875,0.528264573889865,0.19621730215199
2059,"Tumor3wk",0.359375,0.528628484397289,0.17642705744973
2059,"Tumor3wk",0.361328125,0.528948951100603,0.151730846743658
2059,"Tumor3wk",0.36328125,0.529249441783079,0.155971612112156
2059,"Tumor3wk",0.365234375,0.529563412210654,0.165534105723918
2059,"Tumor3wk",0.3671875,0.529869749521867,0.148155300958281
2059,"Tumor3wk",0.369140625,0.530135972402784,0.124456929100794
2059,"Tumor3wk",0.37109375,0.530384249342671,0.129778657344059
2059,"Tumor3wk",0.373046875,0.530631227025561,0.123126489934551
2059,"Tumor3wk",0.375,0.53085814748405,0.109240059558594
2059,"Tumor3wk",0.376953125,0.531056890380404,0.0942726663078699
2059,"Tumor3wk",0.37890625,0.531265215278617,0.119052029461833
2059,"Tumor3wk",0.380859375,0.53153549831915,0.157717804043947
2059,"Tumor3wk",0.3828125,0.531828031061763,0.141835724392528
2059,"Tumor3wk",0.384765625,0.532083859905198,0.120133011284406
2059,"Tumor3wk",0.38671875,0.532316139789553,0.11772159029559
2059,"Tumor3wk",0.388671875,0.532561899419007,0.133936270264666
2059,"Tumor3wk",0.390625,0.532825848590925,0.13634768177958
2059,"Tumor3wk",0.392578125,0.533088985727219,0.133104745785764
2059,"Tumor3wk",0.39453125,0.533349280748082,0.133437355577325
2059,"Tumor3wk",0.396484375,0.533626384850848,0.150317245655621
2059,"Tumor3wk",0.3984375,0.533915101044533,0.14532813667782
2059,"Tumor3wk",0.400390625,0.534149898239323,0.0951041907867721
2059,"Tumor3wk",0.40234375,0.534315185351238,0.0741498118140495
2059,"Tumor3wk",0.404296875,0.534454324971573,0.0683291594095405
2059,"Tumor3wk",0.40625,0.534567317128085,0.0473748088585274
2059,"Tumor3wk",0.408203125,0.53465757235189,0.0450465403176013
2059,"Tumor3wk",0.41015625,0.534784856289124,0.0852922114096294
2059,"Tumor3wk",0.412109375,0.534950955418159,0.0847932967222881
2059,"Tumor3wk",0.4140625,0.53508473562188,0.0521976318883538
2059,"Tumor3wk",0.416015625,0.535190663077716,0.0562720828871682
2059,"Tumor3wk",0.41796875,0.535329802716555,0.0862069072842281
2059,"Tumor3wk",0.419921875,0.535536747163459,0.125704206345244
2059,"Tumor3wk",0.421875,0.535789490299278,0.133104764733571
2059,"Tumor3wk",0.423828125,0.536039472523228,0.12287703259088
2059,"Tumor3wk",0.42578125,0.536275000540827,0.118303657430821
2059,"Tumor3wk",0.427734375,0.536489659298402,0.101506910326513
2059,"Tumor3wk",0.4296875,0.536651698277073,0.0644210038326034
2059,"Tumor3wk",0.431640625,0.53674276552725,0.0288318603485244
2059,"Tumor3wk",0.43359375,0.536783486707522,0.012866628249215
2059,"Tumor3wk",0.435546875,0.536803176220644,0.00729543318837661
2059,"Tumor3wk",0.4375,0.536838456780739,0.0288318603485244
2059,"Tumor3wk",0.439453125,0.536902970540028,0.037230229163727
2059,"Tumor3wk",0.44140625,0.536960988023578,0.02217967399121
2059,"Tumor3wk",0.443359375,0.536987823431687,0.00529978391291451
2059,"Tumor3wk",0.4453125,0.536969022558006,-0.024551878562352
2059,"Tumor3wk",0.447265625,0.536933737398167,-0.0115801251131873
2059,"Tumor3wk",0.44921875,0.536957568274468,0.0359829424453738
2059,"Tumor3wk",0.451171875,0.537041814443908,0.0502851350607819
2059,"Tumor3wk",0.453125,0.537135155393832,0.045295997661272
2059,"Tumor3wk",0.455078125,0.537208439119356,0.0297465372753168
2059,"Tumor3wk",0.45703125,0.537246805405569,0.00954053980750937
2059,"Tumor3wk",0.458984375,0.537281030319353,0.0255057719068188
2059,"Tumor3wk",0.4609375,0.537350010274574,0.0451297022393947
2059,"Tumor3wk",0.462890625,0.537414036821741,0.0204334820594186
2059,"Tumor3wk",0.46484375,0.537427067661251,-0.00708990240101865
2059,"Tumor3wk",0.466796875,0.537400308856959,-0.020311113193854
2059,"Tumor3wk",0.46875,0.537387517028391,0.00721228074048639
2059,"Tumor3wk",0.470703125,0.53744545331763,0.0521144794404636
2059,"Tumor3wk",0.47265625,0.537541067948798,0.0457949028747101
2059,"Tumor3wk",0.474609375,0.537616219337753,0.0311601194155474
2059,"Tumor3wk",0.4765625,0.537685442885157,0.0397247931265305
2059,"Tumor3wk",0.478515625,0.537773343205653,0.0502851350607819
2059,"Tumor3wk",0.48046875,0.537857995402156,0.036398714158728
2059,"Tumor3wk",0.482421875,0.537910003859096,0.0168579457479455
2059,"Tumor3wk",0.484375,0.537904033120518,-0.0229719820524378
2059,"Tumor3wk",0.486328125,0.537856242649077,-0.0259654607025826
2059,"Tumor3wk",0.48828125,0.537823637206797,-0.00742251219257952
2059,"Tumor3wk",0.490234375,0.537804592713177,-0.0120790492744318
2059,"Tumor3wk",0.4921875,0.537793424946605,0.000643256304965405
2059,"Tumor3wk",0.494140625,0.537802314422937,0.00845956745883967
2059,"Tumor3wk",0.49609375,0.537832966389227,0.022928046022222
2059,"Tumor3wk",0.498046875,0.537897723759204,0.0433835008337001
2059,"Tumor3wk",0.5,0.537955660048443,0.0159432593472499
2059,"Tumor3wk",0.501953125,0.537961544992966,-0.00991707615538294
2059,"Tumor3wk",0.50390625,0.537977905169283,0.0266698967033787
2059,"Tumor3wk",0.505859375,0.538052244531866,0.0494536105818797
2059,"Tumor3wk",0.5078125,0.538139576436676,0.0399742599441043
2059,"Tumor3wk",0.509765625,0.538200842062722,0.0227617411264416
2059,"Tumor3wk",0.51171875,0.538249521164352,0.0270856589428298
2059,"Tumor3wk",0.513671875,0.538313710118644,0.0386438302517639
2059,"Tumor3wk",0.515625,0.53837562538244,0.0247573998758068
2059,"Tumor3wk",0.517578125,0.538426984201629,0.0278340309738418
2059,"Tumor3wk",0.51953125,0.538483296428872,0.029829689723207
2059,"Tumor3wk",0.521484375,0.5385223935564,0.0102057688645343
2059,"Tumor3wk",0.5234375,0.538545574822705,0.0135318478323367
2059,"Tumor3wk",0.525390625,0.53857192300944,0.0134486953844465
2059,"Tumor3wk",0.52734375,0.538578863600275,-0.00634153037000668
2059,"Tumor3wk",0.529296875,0.53855851986816,-0.0144904513154418
2059,"Tumor3wk",0.53125,0.538511622645158,-0.033532305038883
2059,"Tumor3wk",0.533203125,0.538436060638646,-0.0438431896294639
2059,"Tumor3wk",0.53515625,0.538374790412856,-0.0188975215797203
2059,"Tumor3wk",0.537109375,0.538370524939835,0.0145296772070193
2059,"Tumor3wk",0.5390625,0.538415874713911,0.0319084914465593
2059,"Tumor3wk",0.541015625,0.538482174942321,0.0359829424453738
2059,"Tumor3wk",0.54296875,0.538557245136966,0.0408889368708967
2059,"Tumor3wk",0.544921875,0.538616886710267,0.0201840341896511
2059,"Tumor3wk",0.546875,0.538614488919182,-0.022639372260877
2059,"Tumor3wk",0.548828125,0.538558902924256,-0.0342806865437981
2059,"Tumor3wk",0.55078125,0.53852889598672,0.00355358250721991
2059,"Tumor3wk",0.552734375,0.538539084710798,0.00687967094892551
2059,"Tumor3wk",0.5546875,0.53853035306035,-0.0158208810077822
2059,"Tumor3wk",0.556640625,0.538507410832743,-0.00767196006234703
2059,"Tumor3wk",0.55859375,0.538509966449712,0.0102889118385213
2059,"Tumor3wk",0.560546875,0.538534446963764,0.01477913455069
2059,"Tumor3wk",0.5625,0.538559983114875,0.011369884187191
2059,"Tumor3wk",0.564453125,0.538610611092751,0.0404731651575424
2059,"Tumor3wk",0.56640625,0.538710854317722,0.0621758972134706
2059,"Tumor3wk",0.568359375,0.538782351555622,0.0110372743956302
2059,"Tumor3wk",0.5703125,0.538810242600791,0.0175231558571641
2059,"Tumor3wk",0.572265625,0.538885069184748,0.0590992661154357
2059,"Tumor3wk",0.57421875,0.538994813198764,0.0532786042370235
2059,"Tumor3wk",0.576171875,0.539069314959221,0.0230111984701122
2059,"Tumor3wk",0.578125,0.539090222525779,-0.00160185031416736
2059,"Tumor3wk",0.580078125,0.539109343613965,0.0211818446165274
2059,"Tumor3wk",0.58203125,0.539183764180111,0.0550248151166213
2059,"Tumor3wk",0.583984375,0.539287336760392,0.0510335070917939
2059,"Tumor3wk",0.5859375,0.539376536337886,0.040306860261762
2059,"Tumor3wk",0.587890625,0.53945298698384,0.037978601194739
2059,"Tumor3wk",0.58984375,0.539510030033893,0.0204334820594186
2059,"Tumor3wk",0.591796875,0.539535403777879,0.00554923178268202
2059,"Tumor3wk",0.59375,0.53955298199838,0.0124508660097639
2059,"Tumor3wk",0.595703125,0.539592403921653,0.027917183421732
2059,"Tumor3wk",0.59765625,0.539642301076719,0.0231775033658927
2059,"Tumor3wk",0.599609375,0.539658336429534,-0.00675730208336091
2059,"Tumor3wk",0.6015625,0.53964189044991,-0.0100833810511634
2059,"Tumor3wk",0.603515625,0.539629585851969,-0.00251652724095976
2059,"Tumor3wk",0.60546875,0.539626457228822,-0.000687182861278097
2059,"Tumor3wk",0.607421875,0.539642492600141,0.0171074030916161
2059,"Tumor3wk",0.609375,0.539708874050617,0.0508672021960135
2059,"Tumor3wk",0.611328125,0.539800022504356,0.0424688144330045
2059,"Tumor3wk",0.61328125,0.539844966242116,0.00355357303331677
2059,"Tumor3wk",0.615234375,0.53984606018571,-0.00243337479306954
2059,"Tumor3wk",0.6171875,0.53984869699699,0.00513346954323093
2059,"Tumor3wk",0.619140625,0.539836717204046,-0.0174007775176963
2059,"Tumor3wk",0.62109375,0.539775771797131,-0.0450073191629753
2059,"Tumor3wk",0.623046875,0.539702483476488,-0.0300399211753001
2059,"Tumor3wk",0.625,0.539670771273394,-0.00243337479306954
2059,"Tumor3wk",0.626953125,0.539665774977564,-0.0026828321367402
2059,"Tumor3wk",0.62890625,0.53965858618555,-0.00467849088610545
2059,"Tumor3wk",0.630859375,0.539668937307501,0.0152780397641282
2059,"Tumor3wk",0.6328125,0.539709090053584,0.0258383722244765
2059,"Tumor3wk",0.634765625,0.539771086511691,0.0376460008770813
2059,"Tumor3wk",0.63671875,0.539837711572854,0.030578061754219
2059,"Tumor3wk",0.638671875,0.539872667327951,0.00521663146502428
2059,"Tumor3wk",0.640625,0.539874167307861,-0.00368065203751968
2059,"Tumor3wk",0.642578125,0.539855041629182,-0.0159040429295755
2059,"Tumor3wk",0.64453125,0.539799861656693,-0.0406002488986969
2059,"Tumor3wk",0.646484375,0.539755075712436,-0.00526055802133698
2059,"Tumor3wk",0.6484375,0.539793685600085,0.0447970829739306
2059,"Tumor3wk",0.650390625,0.539862340731804,0.0255057719068188
2059,"Tumor3wk",0.65234375,0.539878782111683,-0.0086697989109328
2059,"Tumor3wk",0.654296875,0.539872730151038,0.00247259121074393
2059,"Tumor3wk",0.65625,0.539896804638026,0.0221796834651132
2059,"Tumor3wk",0.658203125,0.539920391912892,0.00197368599730576
2059,"Tumor3wk",0.66015625,0.539923921963358,0.00164108567964803
2059,"Tumor3wk",0.662109375,0.539944585919229,0.0195188051326262
2059,"Tumor3wk",0.6640625,0.539957454351615,-0.00634153037000668
2059,"Tumor3wk",0.666015625,0.539947504647731,-0.00384696640720326
2059,"Tumor3wk",0.66796875,0.539999188281169,0.0567710070484127
2059,"Tumor3wk",0.669921875,0.540140520406941,0.0879530897421164
2059,"Tumor3wk",0.671875,0.540280228461466,0.0551079580906083
2059,"Tumor3wk",0.673828125,0.54037576188907,0.0427182717766752
2059,"Tumor3wk",0.67578125,0.540429881620129,0.0127003328273377
2059,"Tumor3wk",0.677734375,0.540410674737888,-0.0323681802423231
2059,"Tumor3wk",0.6796875,0.540339416501679,-0.0406002536356485
2059,"Tumor3wk",0.681640625,0.540284723755191,-0.0154051187683311
2059,"Tumor3wk",0.68359375,0.54027794099024,0.00845956745883967
2059,"Tumor3wk",0.685546875,0.540312571921835,0.0270025064949396
2059,"Tumor3wk",0.6875,0.540370751821762,0.0325737110296811
2059,"Tumor3wk",0.689453125,0.540422029437389,0.0199345673720773
2059,"Tumor3wk",0.69140625,0.540449027252623,0.0077111954278277
2059,"Tumor3wk",0.693359375,0.540455886630643,-0.00068719233518124
2059,"Tumor3wk",0.6953125,0.54044983467925,-0.00551000589110449
2059,"Tumor3wk",0.697265625,0.54042754207089,-0.0173176250698061
2059,"Tumor3wk",0.69921875,0.54040289455922,-0.00792142687992083
2059,"Tumor3wk",0.701171875,0.540388397465094,-0.00692359750523821
2059,"Tumor3wk",0.703125,0.54036082663443,-0.0213089330946335
2059,"Tumor3wk",0.705078125,0.540337640786884,-0.00243337479306954
2059,"Tumor3wk",0.70703125,0.540376575498034,0.0423025190111272
2059,"Tumor3wk",0.708984375,0.540472596147013,0.0560226255434976
2059,"Tumor3wk",0.7109375,0.540550021226464,0.0232606558137829
2059,"Tumor3wk",0.712890625,0.540555662551048,-0.0174839394394897
2059,"Tumor3wk",0.71484375,0.540518103700714,-0.0209763233030726
2059,"Tumor3wk",0.716796875,0.540497841162909,0.000227484591611167
2059,"Tumor3wk",0.71875,0.540511196807417,0.0134486953844465
2059,"Tumor3wk",0.720703125,0.540536976569216,0.0129497806971052
2059,"Tumor3wk",0.72265625,0.540561457074016,0.012118256218203
2059,"Tumor3wk",0.724609375,0.54059746845692,0.0247573998758068
2059,"Tumor3wk",0.7265625,0.540683988326107,0.063838946171275
2059,"Tumor3wk",0.728515625,0.540807374520101,0.0625085164789347
2059,"Tumor3wk",0.73046875,0.540883013148935,0.0149454394464704
2059,"Tumor3wk",0.732421875,0.540909929769858,0.0126171803794475
2059,"Tumor3wk",0.734375,0.540942287001707,0.0205166250334057
2059,"Tumor3wk",0.736328125,0.540977486348987,0.015527506581702
2059,"Tumor3wk",0.73828125,0.541019100768445,0.0270856589428298
2059,"Tumor3wk",0.740234375,0.541065100161768,0.0200177198199675
2059,"Tumor3wk",0.7421875,0.541107932625409,0.0238427229490144
2059,"Tumor3wk",0.744140625,0.541161727542219,0.0312432718634376
2059,"Tumor3wk",0.74609375,0.541234767647804,0.0435497962555774
2059,"Tumor3wk",0.748046875,0.54133135672172,0.055357415434279
2059,"Tumor3wk",0.75,0.541428270619137,0.0438824155210414
2059,"Tumor3wk",0.751953125,0.54149984906985,0.0294139180098528
2059,"Tumor3wk",0.75390625,0.54155088307479,0.0228449030482349
2059,"Tumor3wk",0.755859375,0.541592253892812,0.0195188146065293
2059,"Tumor3wk",0.7578125,0.541641339030758,0.0307443666499994
2059,"Tumor3wk",0.759765625,0.541695621178193,0.024840552323697
2059,"Tumor3wk",0.76171875,0.541744137881951,0.024840552323697
2059,"Tumor3wk",0.763671875,0.54180613434931,0.0386438302517639
2059,"Tumor3wk",0.765625,0.541845637485397,0.00180738110152532
2059,"Tumor3wk",0.767578125,0.541830328355647,-0.0174839299655865
