"Subject","Genotype","Time","Pressure","Volume"
2062,"Tumor2wk",0.021484375,14.5496835326473,0.529189720677247
2062,"Tumor2wk",0.0234375,10.6718919041129,0.441363716593732
2062,"Tumor2wk",0.025390625,6.78252382768207,0.258579733167556
2062,"Tumor2wk",0.02734375,2.86957929069326,0.0676143683968559
2063,"Tumor2wk",0,2.85268203494464,0.0067027208471478
2063,"Tumor2wk",0.001953125,6.9197568859176,0.145871623458135
2063,"Tumor2wk",0.00390625,10.8118196780057,0.306257544848651
2063,"Tumor2wk",0.005859375,14.7094785479622,0.450571090986582
2063,"Tumor2wk",0.0078125,18.5645295177812,0.525712967262127
2063,"Tumor2wk",0.009765625,22.4251285716509,0.573368057855539
2063,"Tumor2wk",0.01171875,26.2646282235569,0.610028162132574
2063,"Tumor2wk",0.013671875,30.1133467408173,0.650636316028809
2063,"Tumor2wk",0.015625,26.2401758211668,0.638123567972117
2063,"Tumor2wk",0.017578125,22.2690865472755,0.616696140857397
2063,"Tumor2wk",0.01953125,18.4013190685081,0.588858077723261
2063,"Tumor2wk",0.021484375,14.558179550827,0.543515857567101
2063,"Tumor2wk",0.0234375,10.6767522683464,0.439778174864995
2063,"Tumor2wk",0.025390625,6.76790086434405,0.252680448822703
2063,"Tumor2wk",0.02734375,2.88655633529697,0.0677328705894353
2064,"Control",0,2.812137227559,0.00667423494445416
2064,"Control",0.001953125,6.91325984062587,0.173992751873641
2064,"Control",0.00390625,10.8175424924925,0.377419747214805
2064,"Control",0.005859375,14.7135194502066,0.521439972195681
2064,"Control",0.0078125,18.5722319498663,0.590159140517323
2064,"Control",0.009765625,22.4227732229641,0.635046715101731
2064,"Control",0.01171875,26.2771579554708,0.668861996584209
2064,"Control",0.013671875,30.1143604822545,0.706844119187968
2064,"Control",0.015625,26.184755364534,0.691375485140461
2064,"Control",0.017578125,22.28876348339,0.668020733897565
2064,"Control",0.01953125,18.4010275421445,0.638364482961614
2064,"Control",0.021484375,14.5475971733346,0.595026151183194
2064,"Control",0.0234375,10.6752681790807,0.506306720376126
2064,"Control",0.025390625,6.78116256992549,0.29730555328832
2064,"Control",0.02734375,2.85827762314445,0.073641298028535
2065,"Tumor2wk",0,2.82792409702388,0.00687436878859751
2065,"Tumor2wk",0.001953125,6.91694475194708,0.153862089959289
2065,"Tumor2wk",0.00390625,10.8060978456778,0.329935467044483
2065,"Tumor2wk",0.005859375,14.708825587122,0.475539022973594
2065,"Tumor2wk",0.0078125,18.5650380001332,0.545407752280023
2065,"Tumor2wk",0.009765625,22.4287079446923,0.5912784902845
2065,"Tumor2wk",0.01171875,26.2678522764258,0.625496893603179
2065,"Tumor2wk",0.013671875,30.1091540266716,0.665960046116502
2065,"Tumor2wk",0.015625,26.214332866931,0.650428196810873
2065,"Tumor2wk",0.017578125,22.2988327463946,0.626387953273335
2065,"Tumor2wk",0.01953125,18.4309924567275,0.596418768603191
2065,"Tumor2wk",0.021484375,14.551678970947,0.550632312446632
2065,"Tumor2wk",0.0234375,10.6733823849911,0.451404553038321
2065,"Tumor2wk",0.025390625,6.77910436164374,0.253723007193935
2065,"Tumor2wk",0.02734375,2.88096054260753,0.0519276242022623
